主類別(L1),次類別(L2),key,細項(L3),細項(L3) EN,細節(L4),細節(L4) EN,風險,修復難易度,Level 2 Score,Level 1 Score,Level 0 Score,OPEN API,ISO,GDPR,PCI DSS,NIST CSF,詳細情況,詳細情況 EN,修復,修復 EN,更多資訊
email,dmarc,dmarc_location_root,DMARC 紀錄位置,Incorrect DMARC location,設於根網域的 DMARC 紀錄,DMARC under Root Domain,M,L,,,,,,,,,設置於根網域的 DMARC 紀錄是無效的。請注意，DMARC 紀錄須設置於 _dmarc.<your_domain> 的子網域下，且由 v=DMARC1 字串開頭，否則無效。未帶有 _dmarc 子域名前綴的 DMARC 紀錄會被忽略。如果您在根網域設置了一份 DMARC 紀錄副本，請移除。,"We detected that your DMARC record is configured under the root domain. A DMARC record must be set under the subdomain ""_dmarc.<your_domain>"" and must start with ""v=DMARC1"" to be a valid record. If you have a duplicate DMARC record under ""<your_domain>"", please remove it.","為避免此風險，建議參照以下準則：
•DMARC 紀錄必須帶有 _dmarc 子域名前綴，這筆紀錄的域名須為 _dmarc.<your_domain>。","To mitigate this vulnerability, we suggest the following:
• Ensure that your DMARC record is set under the subdomain ""_dmarc.<your_domain>"". ",
email,dmarc,dmarc_another,查詢 DMARC 紀錄時獲取其他紀錄,Other Records Retreived when Querying DMARC Records,,,M,L,10.00,3.70,1.37,,,,,,,,,,
email,dmarc,dmarc_another_txt,查詢 DMARC 紀錄時獲取其他紀錄,Other Records Retreived when Querying DMARC Records,查詢 DMARC 紀錄時獲取無關的 TXT 紀錄,TXT Records Retreived when Querying DMARC Records,M,L,,,,,,,,,查詢您的 DMARC 紀錄時獲取無關的 TXT 紀錄。帶有 _dmarc 子域名前綴的 TXT 紀錄不應該有 DMARC 紀錄之外的設定，請移除。若您的 DMARC 紀錄開頭並非 v=DMARC1 字串或是有其他字元，請修正。,"We detected that you have set unrelated TXT records under the ""_dmarc.<your_domain>"" subdomain. The ""_dmarc"" prefix should only be used for DMARC records. Other types of records should be removed or configured under their respective domains. Please note that your DMARC record must start with ""v=DMARC1"" and must not be prefixed with other characters, such as whitespaces.","為避免此風險，建議參照以下準則：
•請檢查您的 DMARC 紀錄並移除無關的紀錄。
•請檢查您的 DMARC 紀錄是否正確，請移除多餘字元。","To mitigate this vulnerability, we suggest the following:
• Ensure that ONLY your DMARC record is set under ""_dmarc.<your_domain>""
• Ensure that your DMARC record starts with ""v=DMARC1"" and does not contain redundant characters",
email,dmarc,dmarc_another_spf,查詢 DMARC 紀錄時獲取其他紀錄,Other Records Retreived when Querying DMARC Records,查詢 DMARC 紀錄時獲取 SPF 紀錄,SPF Records Retreived when Querying DMARC Records,M,L,,,,,,,,,查詢您的 DMARC 紀錄時獲取 SPF 紀錄。DMARC 紀錄須設置於 _dmarc.<your_domain> 的子網域下，且由 v=DMARC1 字串開頭，否則無效。此問題可能是因為不存在符合 _dmarc 子網域的 DMARC 紀錄，導致存取 TXT 紀錄時被導向原網域。,"We detected that you have set unrelated SPF records under the ""_dmarc.<your_domain>"" subdomain. The ""_dmarc"" prefix should only be used for DMARC records. Other types of records should be removed or configured under their respective domains. This problem may occur when you are missing a valid DMARC record and the request is redirected to the root domain.","為避免此風險，建議參照以下準則：
•請為您的網域設定有效的 DMARC 紀錄。請注意，DMARC 紀錄必須帶有 _dmarc 子域名前綴，這筆紀錄的域名須為 _dmarc.<your_domain>。","To mitigate this vulnerability, we suggest the following:
• Ensure that your DMARC record is set under the subdomain ""_dmarc.<your_domain>"".",
email,dmarc,dmarc_syntax,DMARC 紀錄語法,DMARC Syntax Error,,,M,L,10.00,3.70,1.37,,,,,,您的 DMARC 紀錄含有語法錯誤，可能導致收信方驗證時因為解析錯誤而不採用您的設定。標籤與標籤值之間皆以一個等號（=）區隔，中間不可以有任何空白。如果在解析 DMARC 紀錄的時候發生語法錯誤，例如：錯字、不在定義內的未知標籤或標籤值、重複的標籤、大小寫錯誤等等，都會直接被忽略。也就是說，出錯的地方會被套用預設標籤值，而這個預設值通常是最寬鬆、保護效果最差的。錯誤發生位置請參照『更多資訊』。參數設定請參考：https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-dkimdmarc/#dmarc,"We detected that your DMARC records contain syntax errors, which may cause receiving mail servers to discard or ignore your record due to parsing errors. Each tag and value must be separated with ""="" (equal) and contain no spaces. Common syntax errors include: typos, undefined tags or values, duplicate tags, mixed uppercases and lowercases etc. When encountering errors, the receiving mail server may choose to neglect your settings and adopt default values, which are usually more lax and permissive. For the exact location of errors, refer to the ""more information"" section. 
For configurations, please refer to: https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-dkimdmarc/#dmarc","為避免此風險，建議參照以下準則：
•錯誤發生位置請參照『更多資訊』。

修改與配置方式請參考：
•DMARC 紀錄產生工具 https://app.dmarcanalyzer.com/dns/dmarc","To mitigate this vulnerability, we suggest the following:
• For the exact location of errors, refer to the ""more information"" section.

For configuration details, refer to:
• DMARC record generator:  https://app.dmarcanalyzer.com/dns/dmarc",
email,dmarc,dmarc_syntax_must,DMARC 紀錄語法,DMARC Syntax Error,DMARC 紀錄缺少必要參數,Missing Required Tags,M,L,,,,,,,,,"您的 DMARC 紀錄缺少 p 參數。 p 參數為必要設定，代表寄信方要求收信方在驗證失敗時採取的處理策略。有效的設定值包含： 
•None：不採取任何行為 。
•Quarantine：隔離（不同伺服器行為不同，可能是集中到隔離中心、或是進入使用者垃圾信夾） 。
•Reject：拒絕，在 SMTP 傳輸層直接捨棄。","We detected that your DMARC record is missing the policy ""p"" tag. The p tag is required since it instructs receiving mail servers the preferred policy when DMARC authentication fails. Valid values include:
• None: don't take any action
• Quarantine: flag as suspicious (varies according to mail servers, the email may be sent tp the quarantine center or the spam folder)
• Reject: reject at the SMTP layer","為避免此風險，建議參照以下準則：
•請在您的 DMARC 紀錄中加上 p 參數。","To mitigate this vulnerability, we suggest the following:
• Add the policy ""p"" tag to your DMARC record",
email,dmarc,dmarc_syntax_invalid_key,DMARC 紀錄語法,DMARC Syntax Error,DMARC 紀錄含有不合法的參數,Invalid Tags,M,L,,,,,,,,,您的 DMARC 紀錄含有不合法的參數，合法的參數為： v、pct、ruf、rua、rf、ri、p、sp、adkim、aspf。,"We detected that your DMARC record contains invalid or undefined tags. The valid tags are: v, pct, ruf, rua, rf, ri, p, sp, adkim, aspf.","為避免此風險，建議參照以下準則：
•請檢查您的 DMARC 紀錄中是否有拼字錯誤的參數，否則請移除不合法的參數。","To mitigate this vulnerability, we suggest the following:
• Check if your DMARC record contains mispelled tag names. Remove or correct as appropriate.",
email,dmarc,dmarc_syntax_invalid_value,DMARC 紀錄語法,DMARC Syntax Error,DMARC 紀錄含有不合法的參數值,Invalid Tag Values,M,L,,,,,,,,,您的 DMARC 紀錄含有不合法的參數值。,We detected that your DMARC records contain invalid tag values.,"為避免此風險，建議參照以下準則：
•請檢查您 DMARC 紀錄中的參數值是否為有效值，否則請移除。","To mitigate this vulnerability, we suggest the following:
• Check if your DMARC record contains mispelled or invalid tag values. Remove or correct as appropriate.",
email,dmarc,dmarc_report,DMARC 紀錄指定的回報信箱,DMARC Reporting Mailbox,,,L,L,5.00,1.85,0.68,,,,,,"DMARC 紀錄可以用 rua 標籤指示彙整報告（aggregate report）要寄送的位置、ruf 指示失敗報告（failure report）要寄送的位置。
彙整報告包含所有信件的 DMARC 驗證情況，不論成功還是失敗都會紀錄，內容包含採用的 DMARC 紀錄、SPF 與 DKIM 的結果、alignment 細節、最後的 policy 與實際執行的 action、還有驗證結果的統計數字等等。失敗報告用於鑑識，包含更詳細的資訊，例如原信件內容，會在 DMARC 驗證失敗時馬上通知。","You can specify the DMARC aggregate report destination mailbox with the ""rua"" tag and the failure report destination mailbox with the ""ruf"" tag. The aggregate report contains all DMARC authentication results and detailed information including the retreived record, SPF and DKIM results, alignment, the taken policy and action, and aggregated statistics. The failure report is used in forensics and contain content of the original email. The aggregate report is sent daily and the failure report is sent immediately whenever conditions are met.",,,
email,dmarc,dmarc_report_mx,DMARC 紀錄指定的回報信箱,DMARC Reporting Mailbox,DMARC 紀錄指定的回報信箱缺少 MX 紀錄,DMARC Reporting Mailbox Missing MX Records,L,L,,,,,,,,,您的 DMARC 紀錄指定的回報信箱缺少 MX 紀錄，將導致收信方無法順利寄送每日的彙整報告或失敗報告。,We detected that your DMARC reporting mailbox is missing MX records. The receiving mail server will be unable to send the daily aggregate reports or failure reports.,"為避免此風險，建議參照以下準則：
•請檢查您 DMARC 紀錄指定的回報信箱是否有拼字錯誤，否則請確認此信箱是否有設置 MX 紀錄。","To mitigate this vulnerability, we suggest the following:
• Check if your DMARC reporting mailbox is mispelled. Otherwise, ensure the mailbox domains have valid MX records.",
email,dmarc,dmarc_report_wrong,DMARC 紀錄指定的回報信箱,DMARC Reporting Mailbox,DMARC 紀錄指定的回報信箱有誤,Invalid DMARC Reporting Mailbox,L,L,,,,,,,,,DMARC 紀錄指定的回報信箱有誤，將導致收信方拒絕寄送彙整報告與失敗報告或甚至因為解析錯誤而不採用您的設定，導致您無法收到報告。,"We detected that your DMARC reporting mailbox is invalid, which may cause the receiving mail server to refuse to send reports or even reject your record due to parsing errors.","為避免此風險，建議參照以下準則：
•請檢查您 DMARC 紀錄指定的回報信箱是否有拼字錯誤。","To mitigate this vulnerability, we suggest the following:
• Check if your DMARC reporting mailbox is mispelled.",
email,dmarc,dmarc_report_invalid,DMARC 紀錄指定的回報信箱,DMARC Reporting Mailbox,無法驗證 DMARC 紀錄指定的回報信箱,DMARC Reporting Mailbox Validation Errors,L,L,,,,,,,,,您在 DMARC 紀錄指定的回報信箱未授權接收 DMARC 每日的彙整報告與失敗報告。如果收信人網域跟 DMARC 紀錄網域相同不會有這個問題，不過如果今天指定報告要寄送其他網域，則指定收信人網域需要在 <dmarc domain>._report._dmarc.<reporting domain> 發一筆 DMARC 紀錄來授權報告寄送。假設 DMARC 紀錄網域：sender.com，收報告地址為：report@thirdparty.com，則 thirdparty.com 要在 sender.com._report._dmarc.thirdparty.com 發一筆內容為 v=DMARC1 的 TXT 紀錄。這個機制的目的一來是為了防止有人故意用大量報告對第三方的收信人做垃圾信件攻擊（spamming），二來也是保護發行 DMARC 紀錄的網域不要讓過多資訊外流。,"We detected that your DMARC reporting mailbox does not authorize receiving reports for your domain. When your domain does not match the reporting mailbox domain, the designated receiving domain must specify a DMARC record under the  ""<dmarc domain>._report._dmarc.<reporting domain>"" subdomain. For example, if the sender domain is ""sender.com"" and the reporting mailbox is ""report@thirdparty.com"", then ""thirdparty.com"" must specify a TXT record with the contents ""v=DMARC1"" under the ""sender.com._report._dmarc.thirdparty.com"" subdomain. This mechanism is meant to prevent adversaries from spamming third party receivers and from leaking excessive information.","為避免此風險，建議參照以下準則：
•請檢查您在 DMARC 紀錄指定的回報信箱是否授權接收 DMARC 每日的彙整報告。請確保回報信箱的網域已設置授權紀錄。","To mitigate this vulnerability, we suggest the following:
• Check if your DMARC reporting mailbox has configured authorization records to allow your domain to send reports.",
email,dmarc,dmarc_not_best_practice,DMARC 紀錄未採用最佳配置,DMARC Record Does not Follow Best Practices,,,L,L,5.00,1.85,0.68,,,,,,您的 DMARC 紀錄未採用最佳配置。詳細建議請參照『更多資訊』。配置越嚴謹的 DMARC 紀錄越能保護您的組織與顧客免於詐騙與網路釣魚的風險。,"We detected that your DMARC record does not follow best practices. For specific mitigation suggestions, please refer to ""more information"" section. Stricter configurations in your DMARC record provide more protection for your organizations and customers against phishing attacks.","為避免此風險，建議參照以下準則：
•詳細建議請參照『更多資訊』。","To mitigate this vulnerability, we suggest the following:
• Please refer to the ""more information"" section for specific suggestions.",
email,spf,spf_dns,SPF 類型的 DNS 紀錄,SPF Type Records,,,L,L,3.33,1.85,0.68,,,,,,目前 DNS 已不支援 SPF 類型的 DNS 紀錄，請設置為 v=spf1 開頭的 TXT 紀錄。SPF 類型作為 SPF 機制發展的過渡期使用，目前已廢棄，處理方式未定義。,"We detected that your SPF record uses the SPF DNS type. SPF type DNS records were developed to support earlier stages of the SPF mechanism and are now deprecated. Using SPF type DNS records may result in undefined behavior on the receiving server. To configure SPF records, please use TXT records starting with ""v=spf1"".","為避免此風險，建議參照以下準則：
•請改為設置為 v=spf1 開頭的 TXT 紀錄。","To mitigate this vulnerability, we suggest the following:
• Ensure that your SPF record is a TXT record starting with ""v=spf1"".",
email,spf,spf_no,沒有 SPF 紀錄,Missing SPF Record,,,H,L,33.33,18.52,6.83,,,,,,未找到 SPF 紀錄。SPF 紀錄是一筆 DNS 文字 (TXT) 記錄，幫助收信方確認寄信方宣稱之來源是否為合法位置，可與 DKIM 及 DMARC 共同用於防止詐騙和網路釣魚。SPF 可協助伺服器確認看似來自特定網域的郵件是否確實是透過網域擁有者所授權的伺服器傳送。目前 SPF 為郵件驗證主流機制，若不設定可能會導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that your server is missing SPF records. An SPF record is a TXT type DNS record that helps the receiving server identify if the email originated from a trusted source. Along with DKIM and DMARC, these three standards provide the pillars of modern email security and helps prevent phishing attacks and fraud. An SPF record explicitly states authorized sending origins for a domain and is consulted by the receiving end to enforce email authentication. Failing to configure an SPF record may cause receiving servers to flag your email as suspicious, send it to the spam folder, or even reject it completely.","為避免此風險，建議參照以下準則：
•請為您的網域設定 SPF 紀錄，詳細步驟請依照您的郵件系統而定，

修改與配置方式請參考 :
•Gsuite : https://support.google.com/a/answer/33786?hl=en 
•O365 : https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/set-up-spf-in-office-365-to-help-prevent-spoofing?view=o365-worldwide 
•SendGrid : https://sendgrid.com/docs/ui/account-and-settings/spf-records/","To mitigate this vulnerability, we suggest the following:
• Configure and publish a valid SPF record for your domain.

For configuration steps, refer to:
• Gsuite : https://support.google.com/a/answer/33786?hl=en 
• O365 : https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/set-up-spf-in-office-365-to-help-prevent-spoofing?view=o365-worldwide 
• SendGrid : https://sendgrid.com/docs/ui/account-and-settings/spf-records/",
email,spf,spf_multiple,多個 SPF 紀錄,Multiple SPF Record,,,M,L,6.67,3.70,1.37,,,,,,"不允許設定複數個 SPF 紀錄。每一個網域應當只有一筆 SPF 紀錄。SPF 紀錄是一筆 DNS 文字 (TXT) 記錄，幫助收信方確認寄信方宣稱之來源是否為合法位置，可與 DKIM 及 DMARC 共同用於防止詐騙和網路釣魚。SPF 可協助伺服器確認看似來自特定網域的郵件是否確實是透過網域擁有者所授權的伺服器傳送。目前 SPF 為郵件驗證主流機制，若不設定可能會導致您寄出的郵件被設為垃圾信甚至直接拒絕。

詳細規範請參考：
•https://tools.ietf.org/html/rfc4408","We detected that your server has mulitple SPF records for one domain, which is a violation of the SPF specifications. An SPF record is a TXT type DNS record that helps the receiving server identify if the email originated from a trusted source. Along with DKIM and DMARC, these three standards provide the pillars of modern email security and helps prevent phishing attacks and fraud. An SPF record explicitly states authorized sending origins for a domain and is consulted by the receiving end to enforce email authentication. Failing to configure an SPF record may cause receiving servers to flag your email as suspicious, send it to the spam folder, or even reject it completely.

For the full specification, check https://tools.ietf.org/html/rfc4408","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並移除重複或多餘的紀錄，或是合併為一筆。","To mitigate this vulnerability, we suggest the following:
• Ensure there is only one SPF record. Remove redundant records or merge duplicates.",
email,spf,spf_parked_domain,網域寄放（Parked Domain）的 SPF 紀錄,Incorrect SPF Record for Parked Domains,,,L,L,3.33,1.85,0.68,,,,,,網域寄放（Parked Domain）因為不允許寄信，SPF 紀錄應設置為『v=spf1 -all』 來防止攻擊者冒用。,"We detected that the SPF record of your parked domain is incorrect. Since parked domains are not allowed to send emails, their SPF records should be set to ""v=spf1 -all"" to prevent abuse from adversaries.","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並設為『v=spf1 -all』。","To mitigate this vulnerability, we suggest the following:
• Ensure your SPF record is set to ""v=spf1 -all"".",
email,spf,spf_syntax,SPF 紀錄語法錯誤,SPF Syntax Error,,,M,L,6.67,3.70,1.37,,,,,,您的 SPF 紀錄含有語法錯誤，可能導致收信方驗證時因為解析錯誤而不採用您的設定。標籤與標籤值之間皆以一個冒號（:）區隔，中間不可以有任何空白。如果在解析 SPF 紀錄的時候發生語法錯誤，例如：錯字、不在定義內的未知標籤或標籤值、大小寫錯誤等等，都會導致驗證失敗而被收信方過濾，導致您寄出的郵件被設為垃圾信甚至直接拒絕。參數設定請參考：https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/,"We detected that your SPF records contain syntax errors, which may cause receiving mail servers to discard or ignore your record due to parsing errors. Each tag and value must be separated with "":"" (comma) and contain no spaces. Common syntax errors include: typos, undefined tags or values, duplicate tags, mixed uppercases and lowercases etc. When encountering errors, the receiving mail server will throw a permanent error and neglect your SPF record. For the exact location of the error, refer to the ""more information"" section. 
For configurations, please refer to: https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/","為避免此風險，建議參照以下準則：
•錯誤發生位置請參照『更多資訊』。

您可以參考這裡的語法說明：https://dmarcian.com/spf-syntax-table/","To mitigate this vulnerability, we suggest the following:
• For the exact location of the error, refer to the ""more information"" section.

For syntax details, check: https://dmarcian.com/spf-syntax-table/",
email,spf,spf_syntax_all,SPF 紀錄語法錯誤,SPF Syntax Error,SPF 紀錄在 All 後仍有參數,Tags after All,M,L,,,,,,,,,您的 SPF 紀錄在 All 後仍有參數。在 SPF 紀錄語法中，『all』 機制必須位於最末，任何 『all』 機制後的設置都會被忽略。參數設定請參考：https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/,"We detected that your SPF record has additional tags after the ""all"" mechanism. In SPF syntax, the ""all"" tag must be the last tag of the record; anything after it will be ignored.
For configurations, please refer to: https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並調整參數順序，將 『all』 機制放在最後。","To mitigate this vulnerability, we suggest the following:
• Check the order of the tags in your SPF record and ensure that ""all"" comes last.",
email,spf,spf_syntax_lack_value,SPF 紀錄語法錯誤,SPF Syntax Error,SPF 紀錄中參數缺少值,Missing Tag Values,M,L,,,,,,,,,您的 SPF 紀錄中有參數缺少合理值。參數設定請參考：https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/,"We detected that your SPF record is missing tag values.
For configurations, please refer to: https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並為參數設置有效值。","To mitigate this vulnerability, we suggest the following:
• Check if your SPF record contains mispelled or is missing tag values. Remove or correct as appropriate.",
email,spf,spf_syntax_lack_all,SPF 紀錄語法錯誤,SPF Syntax Error,SPF 紀錄缺少 all 機制,Missing All mechanism,M,L,,,,,,,,,您的 SPF 紀錄缺少 all 機制，可能導致攻擊者在不造成報錯的情況下假冒您的網域。一般來說應設置最嚴謹的 -all，表示除了指定的 IP 外一律拒絕（fail(-)）。參數設定請參考：https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/,"We detected that your SPF record is missing the ""all"" mechanism, which may allow an adversary to spoof your domain. The ""all"" mechanism specifies the action on any sources not listed in the previous tags and should be set to the most restrictive ""-all"" to reject any other IPs claiming to send emails on behalf of your domain.
For configurations, please refer to: https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並設置 all 機制。注意， all 機制必須位於紀錄最末。","To mitigate this vulnerability, we suggest the following:
• Ensure that your SPF record specifies the ""all"" tag as the last mechanism.",
email,spf,spf_dns_too_many,SPF 紀錄需要太多次 DNS 查詢,SPF Record Requires Too Many DNS Lookups,,,M,L,6.67,3.70,1.37,,,,,,您的SPF 紀錄需要太多次 DNS 查詢。根據 RFC 規定，使用 SPF 紀錄驗證寄信方授權的伺服器時，最多進行 10 次 DNS 查詢，任何因為 a、mx、ptr、exists、include、redirect 機制而發起的 DNS 查詢都列入計算。若超過 10 次，收信方會報錯並判定驗證失敗。SPF 紀錄機制使用不當可能使收信方忽略您的 SPF 紀錄，導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that your SPF record requires too many DNS lookups. According to the RFC, the maximum allowed number of DNS queries required to validate a SPF record is 10. Any DNS lookup, indirect or recursive, triggered by the a, mx, ptr, exists, include, and redirect mechanisms is counted. When the quota is exceeded, the receiving mail server will abort with an error and deem the authentication a failure. Misuse of SPF mechanisms may cause the receiving server to ignore your SPF record and reject your emails.","為避免此風險，建議參照以下準則：
•造成此錯誤最常見的原因，是使用過多的 include 機制，導致 DNS 查詢次數倍數增長。其中一個解法是直接列出所有允許的 IP 位置，但缺點是當使用的寄信服務更動其 IP 時，您的紀錄也必須隨之更新。另一個解法是使用多個子網域，切分個別寄信網域，這樣每個子網域都有 10 次 DNS 查詢空間，相應的缺點是寄出的信件上寄件者的網域無法統一，可能導致客戶混淆。
請參考：https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/#第三方服務","To mitigate this vulnerability, we suggest the following:
• The problem is most often due to excessively using the ""include"" mechanisms for third party services, thus multiplying the number of DNS queries. One solution would be to expand the included records and list out all IPs, but this method comes with the hassle of updating your record whenever any of your providers do. Another common solution is to divide the sending domain into several subdomains and split the original record so that each domain can have their own provider-specific record and quota of ten lookups. The downside to this method is that emails sent from your domain may carry several different domain names and may potentially confuse customers.
Please refer to: https://tech-blog.cymetrics.io/posts/crystal/email-sec-settings-spf/",
email,spf,spf_invalid_ip,SPF 紀錄中有無效的 IP,SPF Record Contains Invalid IPs,,,L,L,3.33,1.85,0.68,,,,,,您的 SPF 紀錄中有無效的 IP，錯誤位置請參照『更多資訊』。SPF 紀錄機制使用不當可能使收信方忽略您的 SPF 紀錄，導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that your SPF record contains invalid IPs. For the exact location of the error, refer to the ""more information"" section. Misuse of SPF mechanisms may cause the receiving server to ignore your SPF record and reject your emails.","為避免此風險，建議參照以下準則：
•請檢查您 SPF 紀錄中的 IP 是否為有效值。","To mitigate this vulnerability, we suggest the following:
• Ensure the IPs listed in your SPF record are valid.",
email,spf,spf_loop,SPF 紀錄中有迴圈,SPF Record Contains Loops,,,M,L,6.67,3.70,1.37,,,,,,您的 SPF 紀錄中有迴圈，亦即您在 include 機制中列的網域可能在他的 SPF 紀錄中直接或是遞迴間接 include 您的網域，導致 A 授權 B、B 授權 C、C 授權 A 的迴圈狀態。這個問題會使 SPF 紀錄的查詢無限進行直到超過 10 次 DNS 查詢而最後報錯。SPF 紀錄機制使用不當可能使收信方忽略您的 SPF 紀錄，導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that your SPF record contains loops, which means that you indirectly referenced your domain when specifying another domain using the ""include"" mechanism. This often happens when domain A includes domain B in its record, domain B likewise includes domain C, but domain C in turn includes domain A. This forms a loop in IP resolution and the number of queries will eventually exceed 10 lookups, resulting in an error and authentication failure. Misuse of SPF mechanisms may cause the receiving server to ignore your SPF record and reject your emails.","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並移除『更多資訊』中的網域（可能是間接被 include）。","To mitigate this vulnerability, we suggest the following:
• Check your SPF record and remove the domain listed in the ""more information"" section. It may have been indirectly included.",
email,spf,spf_domain_record,SPF 紀錄包含沒有設置相應紀錄的網域,Missing Record for Domain in SPF Record,,,M,L,6.67,3.70,1.37,,,,,,您的 SPF 紀錄中授權的網域沒有設置相應的 DNS 紀錄，亦即您使用 a、mx、redirect、include、 exists 等機制來導入其他網域，但這些網域卻沒有提供相對的 A/AAAA、MX、SPF、SPF、A/AAAA 等 DNS 紀錄，導致該網域的 IP 授權無效。SPF 紀錄機制使用不當可能使收信方忽略您的 SPF 紀錄，導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that the domains in your SPF record are missing DNS records. If you use the a, mx, redirect, include, and exists mechanisms, the referenced domains must contain, respectively, A/AAAA, MX, SPF, SPF, and A/AAAA DNS records. Otherwise, authorization for the IP is treated as invalid and emails sent from that source will be rejected. Misuse of SPF mechanisms may cause the receiving server to ignore your SPF record and reject your emails.","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並移除『更多資訊』中的網域。若這是您的網域，請設置相應的 DNS 紀錄。若這是第三方網域，請聯繫他們處理此問題。","To mitigate this vulnerability, we suggest the following:
• Check your SPF record and remove the domain listed in the ""more information"" section. If you own the domain, configure the corresponding records. Otherwise, contact the owner of the listed domain for support.",
email,spf,spf_auth_repeat,SPF 紀錄重複授權,SPF Record Duplicate Include,,,L,L,3.33,1.85,0.68,,,,,,您的 SPF 紀錄中重複授權同一網域（例如 SPF 紀錄有：include:a.com include:b.com 但是 a.com 的 SPF 紀錄內已經有 include:b.com），應避免此一多餘的 DNS 查詢。SPF 紀錄機制使用不當可能使收信方忽略您的 SPF 紀錄，導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that your SPF record listed a domain or IP multiple times via the ""include"" mechanism. A common scenario is when your record specifies ""include:a.com include: b.com"" but the SPF record for a.com contains ""include:b.com"". Unnecessary DNS lookups should be avoided. Misuse of SPF mechanisms may cause the receiving server to ignore your SPF record and reject your emails.","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並移除『更多資訊』中的網域。造成此錯誤最常見的原因，是您用 include 機制涵蓋的兩個網域中，其中一個在其 SPF 紀錄中已經包含了另一個。例如，若您同時使用 FreshDesk 與 SendGrid 服務，就不需要在 SPF 紀錄中 include SendGrid，因為 FreshDesk 在其 SPF 紀錄中已納入 SendGrid。","To mitigate this vulnerability, we suggest the following:
• Check your SPF record and remove the domain listed in the ""more information"" section. This problem commonly occurs when you include two domains but one of them has already covered the other. For example, if you use FreshDesk and SendGrid as email providers, you do not have to include SendGrid's record because FreshDesk already has ""include:sendgrid.net"" in its record.",
email,spf,spf_redirect_and_all,SPF 紀錄同時包含 redirect 與 all 機制,SPF Record Contains Redirect and All,,,L,L,3.33,1.85,0.68,,,,,,您的 SPF 紀錄同時包含 redirect 與 all 機制。Redirect 機制指示收信方使用另一網域的 SPF 紀錄取代自己的。使用 redirect 機制時不應同時使用 all 機制，若 SPF 紀錄中兩者種都有，則 redirect 機制會被忽略。另外，redirect 機制只能設一個，其他皆會被忽略。SPF 紀錄機制使用不當可能使收信方忽略您的 SPF 紀錄，導致您寄出的郵件被設為垃圾信甚至直接拒絕。,"We detected that your SPF record contains both the ""redirect"" and ""all"" mechanism, which is a violation of the SPF specifications. The ""redirect"" mechanism is used to instruct the receiving mail server to adopt the specified domain's SPF record instead of the current record. It can only appear once in the record. The ""redirect"" and ""all"" mechanisms are mutually exclusive, and if both are present, ""redirect"" will be ignored. Misuse of SPF mechanisms may cause the receiving server to ignore your SPF record and reject your emails.","為避免此風險，建議參照以下準則：
•請檢查您的 SPF 紀錄並只設置 all 機制或 redirect 機制。","To mitigate this vulnerability, we suggest the following:
• Check your SPF record and ensure only one of ""all"" and ""redirect"" is specified.",
